ArticleId,Text,Category
1026,henman to face saulnier test british number one tim henman will face france s cyril saulnier in the first round of next week s australian open.  greg rusedski  the british number two  is in the same quarter of the draw and could face andy roddick in the second round if he beats swede jonas bjorkman. local favourite lleyton hewitt will meet france s arnaud clement  while defending champion and world number one roger federer faces fabrice santoro. women s top seed lindsay davenport drew spanish veteran conchita martinez.  henman came from two sets down to defeat saulnier in the first round of the french open last year  so he knows he faces a tough test in melbourne. the seventh seed  who has never gone beyond the quarter-finals in the year s first major and is lined up to meet roddick in the last eight  is looking forward to the match.  he s tough player on any surface  he s got a lot of ability   he said.  we had a really tight one in paris that went my way so i m going to need to play well from the outset because he s a dangerous competitor.  switzerland s federer  seeded one  is the hot favourite having won three of the four grand slam titles in 2004. he has beaten santoro in five of their seven previous encounters  but is taking nothing for granted.  it s a tricky match   federer said.  i played him at the us open and won quite comfortably then. but you never know  if the rhythm is a bit off  he can keep you guessing and make it difficult.  the most important thing  though  is to get used to playing five-set matches and winning them.  the 23-year-old could meet four-time champion andre agassi in the quarter-finals before meeting russian marat safin  the player he beat in last year s final.  eighth-seeded american agassi is set to play a qualifier in round one if he can shake off a hip injury which ruled him out of the kooyong classic. second seed andy roddick will open his campaign against irakli labadze of georgia. the american could meet rusedski in the second round  seventh seed henman in the quarter-finals and hewitt in the last four. hewitt is hoping to become the first australian man to win the event since mark edmondson in 1976. the 23-year-old has never been beyond round four in eight attempts at melbourne park but has at least secured the opposite half of the draw to federer  who beat him in the australian open  wimbledon and us open last year. safin  seeded four  opens his campaign against a qualifier with 16th seed tommy haas  the player he beat in the semi-finals in 2002  a possible fourth-round opponent.  in the women s draw  davenport could encounter eighth-seeded venus williams in the quarter-finals and third-ranked anastasia myskina  the french open champion  in the semi-finals. bronchitis ruled davenport  the 2000 australian open champion  out of her sydney quarter-final on thursday. venus williams  who lost to younger sister serena in the melbourne final two years ago  opens against eleni daniilidou of greece. serena williams  who won her fourth consecutive grand slam at the 2003 australian open  was drawn in the bottom quarter with second seed amelie mauresmo  a runner-up in 1999. serena will open against another frenchwoman camille pin  while mauresmo plays australia s samantha stosur. wimbledon champion maria sharapova  seeded fourth  drew a qualifier in the first round but could meet fellow russian svetlana kuznetsova  the us open winner  in the last eight  1 roger federer (switzerland)  2 andy roddick (us)  3 lleyton hewitt (australia)  4 marat safin (russia)  5 carlos moya (spain)  6 guillermo coria (argentina)  7 tim henman (britain)  8 andre agassi (us)  9 david nalbandian (argentina)  10 gaston gaudio (argentina)  11 joachim johansson (sweden)  12 guillermo canas (argentina)  13 tommy robredo (spain)  14 sebastien grosjean (france)  15 mikhail youzhny (russia)  16 tommy haas (germany)  17 andrei pavel (romania)  18 nicolas massu (chile)  19 vincent spadea (us)  20 dominik hrbaty (slovakia)  21 nicolas kiefer (germany)  22 ivan ljubicic (croatia)  23 fernando gonzalez (chile)  24 feliciano lopez (spain)  25 juan ignacio chela (argentina)  26 nikolay davydenko (russia)  27 paradorn srichaphan (thailand)  28 mario ancic (croatia)  29 taylor dent (us)  30 thomas johansson (sweden)  31 juan carlos ferrero (spain)  32 jurgen melzer (austria)  1 lindsay davenport (us)  2 amelie mauresmo (france)  3 anastasia myskina (russia)  4 maria sharapova (russia)  5 svetlana kuznetsova (russia)  6 elena dementieva (russia)  7 serena williams (us)  8 venus williams (us)  9 vera zvonareva (russia)  10 alicia molik (australia)  11 nadia petrova (russia)  12 patty schnyder (switzerland)  13 karolina sprem (croatia)  14 francesca schiavone (italy)  15 silvia farina elia (italy)  16 ai sugiyama (japan)  17 fabiola zuluaga (colombia)  18 elena likhovtseva (russia)  19 nathalie dechy (france)  20 tatiana golovin (france)  21 amy frazier (us)  22 magdalena maleeva (bulgaria)  23 jelena jankovic (serbia and montenegro)  24 mary pierce (france)  25 lisa raymond (us)  26 daniela hantuchova (slovakia)  27 anna smashnova (israel)  28 shinobu asagoe (japan)  29 gisela dulko (argentina)  30 flavia pennetta (italy)  31 jelena kostanic (croatia)  32 iveta benesova (czech republic),sport
1527,uk will stand firm on eu rebate  britain s £3bn eu rebate is not up for renegotiation at next week s european council summit  jack straw said.  the foreign secretary told mps the rebate  secured by margaret thatcher in 1984  was  entirely justified . new european commission president jose manuel barroso has suggested the cash could be shared out among net contributors to the eu budget. mr straw acknowledged some countries in the newly enlarged 25 nation eu still had to  see the light  on the rebate.  but the foreign secretary told the commons foreign affairs committee:  our position is very clear: it is entirely justified and it is not for negotiation.  he added that he did not think there would be a political price to pay for the uk s stance - britain contributed more and received less than other eu states. the two-day european council summit in brussels begins on 16 december and is widely expected to mark the beginning of a lengthy negotiating period over the eu s budget for 2007-13. the wrangling could stretch into 2005  even 2006.  the uk  france  germany  austria  the netherlands and sweden want the eu budget to be capped at 1% of member states  combined national incomes - the commission wants it to be 1.26%. mr straw said the eu commission s proposal would mean a 35% hike in the budget.  i don t know of any national government thinking of increasing its budget by that amount   he added. the foreign secretary said he hoped the talks next week could produce a date in 2005 for the beginning of negotiations with turkey about possible eu membership although that there would be no prospect of a date for joining for some time.,politics
1503,iran budget seeks state sell-offs iran s president  mohammad khatami  has unveiled a budget designed to expand public spending by 30% but loosen the islamic republic s dependence on oil.  the budget for the fiscal year starting on 21 march calls for the sell-off of 20% of the state s corporate holdings. mr khatami s second term as president ends on 1 august  making this his last budget. but opposition from members of parliament who have attacked previous privatisations could block his plans. elections in may 2004 ousted many of mr khatami s supporters in parliament in favour of more hard-line religious conservatives. late last year  they backed a law which would give parliament a veto over foreign investment. the ruling was a response to the involvement in telecoms and airport projects by turkish companies  which hardliners accused of doing business with israel. it came not long after the expediency council - iran s ultimate decision-maker - blessed mr khatami s policy of selling stakes in sectors protected by the constitution such as energy  transport  telecoms and banking. continued obstruction of foreign investment could get in the way not only of privatisation plans  but also of mr khatami s hope of modestly reducing the government s reliance on oil revenues.  in an address to the majlis  mr khatami predicted economic growth of 7.1% in 2005-6  up from 6.7% in the current year. he said he wanted to increase the 2005-6 budget to 1 546 trillion rials ($175.6bn; £93.6bn) from the previous year s 1 070 trillion. within that figure  taxation would rise to $14.3bn  a rise of over 40% from what is expected from the current year. in contrast  oil revenues were expected to fall to $14.1bn from $16bn in the year to march 2005.  current government expenditure should come from tax revenues   mr khatami said.  oil revenues should be used for productive investment.  mr khatami has already been blocked by parliament from reducing the subsidies on many products including bread and petrol  reducing his room to manoeuvre.,business
1951,pompeii gets digital make-over the old-fashioned audio tour of historical places could soon be replaced with computer-generated images that bring the site to life.  a european union-funded project is looking at providing tourists with computer-augmented versions of archaeological attractions. it would allow visitors a glimpse of life as it was originally lived in places such as pompeii. it could pave the way for a new form of cultural tourism.  the technology would allow digital people and other computer-generated elements to be combined with the actual view seen by tourists as they walk around an historical site.  the lifeplus project is part of the eu s information society technologies initiative aimed at promoting user-friendly technology and enhancing european cultural heritage. engineers and researchers working in the europe-wide consortium have come up with a prototype augmented-reality system. it would require the visitor to wear a head-mounted display with a miniature camera and a backpack computer. the camera captures the view and feeds it to software on the computer where the visitor s viewpoint is combined with animated virtual elements. at pompeii for example  the visitor would not just see the frescos  taverns and villas that have been excavated  but also people going about their daily life. augmented reality has been used to create special effects in films such as troy and lord of the rings and in computer gaming.   this technology can now be used for much more than just computer games   said professor nadia magnenat-thalman of the swiss research group miralab.   we are  for the first time  able to run this combination of software processes to create walking  talking people with believable clothing  skin and hair in real-time   she said. unlike virtual reality  which delivers an entirely computer-generated scene to the viewer  the lifeplus project is about combining digital and real views. crucial to the technique is the software that interprets the visitor s view and provides an accurate match between the real and virtual elements. the software capable of doing this has been developed by a uk company  2d3. andrew stoddart  chief scientist at 2d3  said that the eu project has been driven by a new desire to bring the past to life.  the popularity of television documentaries and dramatisations using computer-generated imagery to recreate scenes from ancient history demonstrates the widespread appeal of bringing ancient cultures to life   he said.,tech
1407,rapper snoop dogg sued for  rape  us rapper snoop dogg has been sued for $25m (£13m) by a make-up artist who claimed he and his entourage drugged and raped her two years ago.  the woman said she was assaulted after a recording of the jimmy kimmel live tv show on the abc network in 2003. the rapper s spokesman said the allegations were  untrue  and the woman was  misusing the legal system as a means of extracting financial gain . abc said the claims had  no merit . the star has not been charged by police.  the lawsuit  filed in los angeles on friday  says the woman s champagne was spiked and she was then assaulted. the rapper s spokesperson said:  snoop will have the opportunity to prove in a court of law that [the alleged victim] is opportunistic and deceitful.  we are confident that in this case  [the alleged victim s] claims against snoop dogg will be rejected.  the lawsuit names snoop dogg - real name calvin broadus - plus three associates  the walt disney company and its parent company abc inc.  the woman waited two years to sue because she was trying to negotiate a settlement with the media companies  her lawyer  perry wander  said. disney and abc  failed to provide a safe working environment for my client   he said. the legal action comes after the rap star sued a woman who claimed they tried to blackmail him to keep quiet about an alleged assault. the 32-year-old rapper has enjoyed six us top 10 albums since bursting onto the music scene with hit songs like what s my name  and gin and juice in 1993.,entertainment
2002,china continues rapid growth china s economy has expanded by a breakneck 9.5% during 2004  faster than predicted and well above 2003 s 9.1%.  the news may mean more limits on investment and lending as beijing tries to take the economy off the boil. china has sucked in raw materials and energy to feed its expansion  which could have knock-on effects on the rest of the world if it overheats. but officials pointed out that industrial growth had slowed  with services providing much of the impetus. growth in industrial output - the main target of government efforts to impose curbs on credit and investments - was 11.5% in 2004  down from 17% the previous year.  still  consumer prices - at 2.4% - rose faster than in 2004  adding to concern that a sharp rise in producer prices of 7.1% could stoke inflation. and overall investment in fixed assets was still high  up 21.3% from the previous year - although some way off the peak of 43% seen in the first quarter of 2004. the result could be higher interest rates. china raised rates by 0.27 percentage points to 5.8% - its first hike in nine years - in october 2004.  despite the apparent rebalancing of the economy the overall growth picture remains strong  economists said.  there is no sign of a slowdown in 2005   said tim congdon  economist at ing barings.  china s economy is not only gathering speed thanks to domestic demand  but also from soaring sales overseas. figures released earlier this year showed exports at a six-year high in 2004  up 35%. part of the impetus comes from the relative cheapness of the yuan  china s currency. the government keeps it pegged close to a rate of 8.28 to the us dollar  - much to the chagrin of many us lawmakers who blame china for lost jobs and competitiveness. despite urging to ease the peg  officials insist they are a long way from ready to make a shift to a more market-set rate.  we need a good and feasible plan and formulating such a plan also needs time   national bureau of statistics chief li deshui told reuters.  those who hope to make a fortune by speculating on a renminbi revaluation will not succeed in making a profit.,business
2100,security papers  found in street  an inquiry is under way after files containing security details about the pakistani president s visit to london were found by a member of the public.  the files are believed to contain detailed security arrangements for gen pervez musharraf s visit this week  including police codes. scotland yard said the policing operation had been reviewed. a spokesman said president musharraf s safety had not been compromised  as the papers had been handed in promptly.  we cannot discuss who was responsible for the documents  only that they contained the policing arrangements for the official visit   said the spokesman.  the papers are believed to have been found by a member of the public in a street in mayfair and given to the mirror newspaper. the police spokesman said the newspaper handed the report over on monday. the force s directorate of professional standards is investigating the circumstances surrounding the loss of the documents  he said. gen musharraf held talks with tony blair on monday. he arrived in britain on sunday night after flying from the united states  where he met president george w bush. he is due to visit the pakistani community in manchester on tuesday afternoon.,politics
466,philippoussis doubt over open bid mark philippoussis is almost certain to miss the australian open after suffering a groin injury during the hopman cup loss to the netherlands.  the 28-year-old suffered two tears to the adductor muscle and was unable to play in the deciding mixed doubles. he is now unlikely to be fit in time for the australian open which begins on 17 january in melbourne.  he has to strengthen it enough to cope with repetitive days of tennis   said hopman cup doctor hamish osborne.  it would be very unlikely in my opinion for him to do a five-setter once  let alone two days in a row  inside two weeks.   the injury is more common in australian rules football  and a fit footballer would normally take three to four weeks to recover fully although mark s injury is slightly different.  the australian has suffered a host of injury problems throughout his career but is still holding out slim hope that he can make the event.  it s something i ll have to go by feel. i ll start treatment as soon as possible and try to strengthen it without tearing it any more   he said.  what doesn t kill you makes you stronger. i know i can come back from this and that s all that matters.  - former world number two tommy haas is also a doubt for the australian open after picking up a thigh injury playing for germany in the hopman cup. the 26-year-old had treatment on his left thigh while leading argentine guillermo coria 7-5 2-2. he played one more game  but his movement was hampered and he quit.,sport
687,musical treatment for capra film the classic film it s a wonderful life is to be turned into a musical by the producer of the controversial hit show jerry springer - the opera.  frank capra s 1946 movie starring james stewart  is being turned into a £7m musical by producer jon thoday. he is working with steve brown  who wrote the award-winning musical spend spend spend. a spokeswoman said the plans were in the  very early stages   with no cast  opening date or theatre announced.  a series of workshops have been held in london  and on wednesday a cast of singers unveiled the musical to a select group of potential investors. mr thoday said the idea of turning the film into a musical had been an ambition of his for almost 20 years. it s a wonderful life was based on a short story  the greatest gift  by philip van doren stern. mr thoday managed to buy the rights to the story from van doren stern s family in 1999  following mr brown s success with spend spend spend. he later secured the film rights from paramount  enabling them to use the title it s a wonderful life.,entertainment
1009,corry backs skipper robinson england forward martin corry says jason robinson is the right man to lead the national team back to winning ways.  after losses to wales and france  critics have started to wonder whether robinson can captain from full-back. but corry has backed robinson  who was given the role after the injury to fly-half jonny wilkinson  ahead of this weekend s trip to ireland.  jason is doing a tremendous job. every week my respect for him goes up   corry told bbc radio five live.  he is an inspirational captain. when he talks with the squad he talks with a lot of sense.  the players have a lot of respect for him. it s an honour to be in the england side and an honour to play under him.   england are under immense pressure following their poor start to the year and victory is vital if they are to rescue their six nations campaign. but corry insists england are in the right frame of mind for the contest.  there is apprehension going into every game   he added.  but you have to use that fear and put it into a positive mindset.  when the whistle goes on sunday  what has happened in the past does not count for anything.   we have not performed but if we put in a performance on sunday then we can start turning results around.  there are a lot of changes taking place with england and we are at the start of something. we have not got off to the greatest of starts but you need to experience the bad the before you can fully appreciate the good.   a trip to lansdowne road is daunting at any time  especially against an ireland side that are flying high after two impressive wins. they are the form team of the tournament and are tipped to claim their first grand slam since 1948. but corry is relishing the prospect of taking on the irish in their own backyard.  they are full of confidence and are playing a great team game   he said.  the forwards are creating a great platform and they have explosive runners out wide.  if you look at the team on paper  they have stars from one to 15. it s a huge task but it is a great opportunity for us.  lansdowne road is a tremendous venue to play in and we have to use it to our advantage.,sport
805,yachvili savours france comeback france scrum-half dimitri yachvili praised his team after they fought back to beat england 18-17 in the six nations clash at twickenham.  yachvili kicked all of france s points as they staged a second-half revival.  we didn t play last week against scotland and we didn t play in the first half against england   he said.  but we re very proud to beat england at twickenham. we were just defending in the first half and we said we had to put them under pressure. we did well.  yachvili admitted erratic kicking from england s charlie hodgson and olly barkley  who missed six penalties and a drop goal chance between them  had been decisive.  i know what it s like with kicking. when you miss some it s very hard mentally  but it went well for us   he said. france captain fabien pelous insisted his side never doubted they could secure their first win against england at twickenham since 1997. france were 17-6 down at half-time  but pelous said:  no-one was down at half-time  we were still confident.  we said we only had 11 points against us  which was not much.  the plan was to keep hold of possession and pressure england to losing their composure.  france coach bernard laporte accepted his side had not played well.  we know we have to play better to defend the title   he said.  i m not happy we didn t score a try but we re happy because we won.,sport
771,prop jones ready for hard graft adam jones says the wales forwards are determined to set the perfect attacking platform for the backs by dominating the powerful france pack in paris.  the prop said:  if we get stuffed in the front five our backs have had it.  the mentality of the french is  scrum  scrum  scrum . we will see how good france are and the scrum is the key.  i just hope [the backs] carry on where they left off against italy. it s just up to us in the forwards to win the ball and give them the opportunity.  wales have won two of their last three visits to stade de france  having secured back-to-back wins under graham henry in 1999 and 2001. and with the likes of shane williams and gavin henson finding top form at the right time  mike ruddock s team is now one of international rugby s most potent attacking threats.  gavin is ridiculously talented. he has been bouncing around the place this week  so he is up for it   warned jones.  france have been criticised for their uncharacteristic one-dimensional play in their victories over scotland and france. captain fabien pelous has acknowledged his side needs to show more attacking flair  but stressed the game with be won or lost up front. the lock believes the welsh forwards are not big enough to trouble his side in the scrum or line-out  but jones insisted his fellow front-row colleagues have nothing to fear.   gethin [jenkins] won t be intimidated tomorrow  none of us will   said jones  who will be facing france for the first time.  we will go out there and front up and hopefully get the ball out to the backs.  me and gethin are quite young so it is good to have someone of mefin s experience in there.  mefin is a good thinker who puts things across. but what is the saying  if you are good enough you are old enough and gethin certainly is.  he is a really good player and i imagine he will be on the lions tour [to new zealand this summer].,sport
1532,security scares spark browser fix microsoft is working on a new version of its internet explorer web browser.  the revamp has been prompted by microsoft s growing concern with security as well as increased competition from rival browsers. microsoft said the new version will be far less vulnerable to the bugs that make its current browser a favourite of tech-savvy criminals. test versions of the new program  called ie 7  are due to be released by the summer.  the announcement about internet explorer was made by bill gates  microsoft chairman and chief software architect  during a keynote speech at the rsa security conference currently being held in san francisco. although details were scant  mr gates  said ie7 would include new protections against viruses  spyware and phishing scams. this last category of threats involves criminals setting up spoof websites that look identical to those of banks and try to trick people into handing over login and account information.  in a bid to shore up the poor security in ie 6  microsoft has regularly issued updates to patch loopholes exploited by criminals and the makers of nuisance programs such as spyware. earlier this month it released a security bulletin that patched eight critical security holes - some of which were found in the ie browser. microsoft has also made a series of acquisitions of small firms that specialise in computer security. one of the first fruits of these acquisitions appeared last month with the release of a microsoft anti-spyware program. an own-brand anti-virus program is due to follow by the end of 2005. the decision to make internet explorer 7 is widely seen as a u-turn because  before now  microsoft said it had no need to update the browser. typically new versions of its browser appear with successive versions of the windows operating system. a new version of ie was widely expected to debut with the next version of windows  codenamed longhorn  which is due to appear in 2006. the current version of internet explorer is four years old  and is widely seen as falling behind rivals such as firefox and opera. there are also persistent rumours that search engine google is poised to produce its own brand browser based on firefox. in particular the firefox browser has been winning fans and users since its first full version was released in november 2004. estimates of how many users firefox has won over vary widely. according to market statistics gathered by websidestory  firefox s market share is now about 5% of all users. however  other browser stat gatherers say the figure is closer to 15%. some technical websites report that a majority of their visitors use the firefox browser. internet explorer still dominates with a share of about 90% but this is down from a peak of almost 96% in mid-2004.,tech
2205,argonaut founder rebuilds empire jez san  the man behind the argonaut games group which went into administration a week ago  has bought back most of the company.  the veteran games developer has taken over the cambridge-based just add monsters studios and the london subsidiary morpheme. the argonaut group went into administration due to a severe cash crisis  firing about half of its staff. in august it had warned of annual losses of £6m for the year to 31 july.  jez san is one of the key figures in the uk s games industry. the developer  who received an obe in 2002  was estimated to have been worth more than £200m at the peak of the dotcom boom.  he founded argonaut in 1982 and has been behind titles such as 1993 starfox game. more recently it was behind the harry potter games for the playstation. but  like all software developers  argonaut needed a constant flow of deals with publishers. in august it warned of annual losses of £6m  blaming delays in signing new contracts and tough conditions in the software industry. the group s three subsidiaries were placed in administration a week ago  with mr sans resigning as the company s ceo and some 100 staff being fired. after the latest round of cuts  there were 80 workers at argonaut headquarters in edgware in north london  with 17 at its morpheme offices in kentish town  london  and 22 at the just add monsters base in cambridge. mr san has re-emerged  buying back morpheme and just add monsters.  we are pleased to announce the sale of these two businesses as going concerns   said david rubin of administrators david rubin & partners.  this has saved over 40 jobs as well as the substantial employment claims that would have arisen had the sales not been achieved.  mr rubin said the administrators were in talks over the sale of the argonaut software division in edgware and were hopeful of finding a buyer.  this is a very difficult time for all the employees there  but i salute their commitment to the business while we work towards a solution   he said. some former employees are angry at the way cash crisis was handled. one told bbc news online that the staff who had been fired had been  financially ruined in the space of a day .,tech
2000,mcleish ready for criticism rangers manager alex mcleish accepts he is going to be criticised after their disastrous uefa cup exit at the hands of auxerre at ibrox on wednesday.  mcleish told bbc radio five live:  we were in pole position to get through to the next stage but we blew it  we absolutely blew it.  there s no use burying your head in the sand  we know we are going to get a lot of criticism.  we have to take it as we have done in the past and we must now bounce back.  mcleish admitted his team s defending was amateurish after watching them lose 2-0 to guy roux s french side.   i m very disappointed because we didn t give ourselves a chance  losing the first goal from our own corner. it was amateur   he added.  the early goal in the second half gave us a mountain to climb and we never created the same kind of chances as we did in the first half.  it s difficult to take positives from the game. we ve let the fans down.,sport
953,premier league planning cole date the premier league is attempting to find a mutually convenient date to investigate allegations chelsea made an illegal approach for ashley cole.  both chelsea and arsenal will be asked to give evidence to a premier league commission  but no deadline has been put on when that meeting will convene.  it s hard to put a date on it   a premier league spokesman confirmed to bbc sport.  it s not a formal situation where they ve got so much time to respond.  arsenal and england defender cole reportedly met blues boss jose mourinho and chief executive peter kenyon in a london hotel 11 days ago. chelsea have yet to officially confirm or deny the meeting  which would be in breach of premier league rule k3.  now the gunners have asked for an inquiry to look into claims that their player has been  tapped up . both clubs have pledged to co-operate with the inquiry which will be conducted on a single day as opposed to being run as an ongoing evaluation. cole is in negotiations with the gunners over extending his current deal which ends in 2007. and his arsenal team-mate robert pires has urged the england left-back to stay at highbury. pires told the evening standard:  he has been at arsenal for ever. he is a very attacking left-back and i think he is enjoying his football because at arsenal he plays in an offensive team.  i am not sure he will get the same pleasure at chelsea  even though they are doing so well at the moment.  i have built a fantastic playing relationship with ashley.  we play together so well - we could do it with our eyes shut.  but you have to respect the decision of the player. everybody has that right.,sport
1394,viewers to be able to shape tv imagine editing titanic down to watch just your favourite bits or cutting out the slushier moments of star wars to leave you with a bare bones action-fest.  manipulating your favourite films to make a more personalised movie is just the beginning of an ambitious new 7.5m euro (£5.1m) project funded by the european union. new media for a new millennium (nm2) will have as its endgame the development of a completely new media genre  which will allow audiences to create their own media worlds based on their specific interests or tastes. viewers will be able to participate in storylines  manipulate plots and even the sets and props of tv shows. bt is one of 13 partners involved in the project. it will be contributing software that was originally designed to spot anomalies in cctv pictures. the software uses content recognition algorithms. the three-year project will work on seven productions as it develops a set of software tools that will allow viewers to edit content to their needs.  one of the productions will be a experimental television show where the plot will be driven by text messages from the tv audience.  participants will text selected words which will impact how the characters in the drama interact. it is being developed in finland and will be shown to finnish tv audiences. another team will work on the bbc s big budget drama of mervyn peake s gothic fantasy gormenghast. it will be re-engineered to allow people to choose a variety of edited versions.  the bbc is allowing us access to the material so that we can prove the technology and the principles   explained dr doug williams of bt  who will be nm2 s technical project manager.  the tv at the moment is a relatively dumb box which receives signals. this project is about teaching the machine to look at content like lego blocks that can be reassembled to make perfect sense   he said.  at the moment we have interactive gaming and a limited form of interactive tv which usually means allowing audiences to vote on shows. we are hoping to occupy the space in-between   he added.  nm2 s co-ordinator peter stollenmayer explained that the new genre would radically alter the role of the audience.   viewers will be able to interact directly with the medium and influence what they see and hear according to their personal tastes and wishes   he said.  media users will no longer be passive viewers but become active engagers.  it will also be important that the tools are sophisticated enough to obey the complex rules of cinematography and editing said john wyver  from tv producer illuminations television limited  which is also involved in the project.  it s not just a matter of stringing together the romantic or action portions of a production   said mr wyver.  the tool has to know which bits fit together both visually  by observing the time-honoured rules that go in editing  and in terms of the story.   only then will the personalised version both make sense and be aesthetically pleasing   he added. mr wyver is planning a production entitled the golden age  about renaissance art. it will allow viewers to create a so-called media world based on their own specific areas of interest such as poetry  music and architecture. other productions that the nm2 team will make range from news  documentaries to a romantic comedy drama.,tech
1522,obituary: dame alicia markova dame alicia markova  who has died in bath aged 94  was the uk s first prima ballerina of the modern age  and  in her heyday  the greatest in the western world.  she was born lilian alicia marks in london in 1910. her parents were comfortably off - her father  a mining engineer  drove a rolls royce. when she was eight  her mother took a decision which changed her life. fearing that she had flat feet and weak legs  she arranged for her to have ballet lessons. very quickly it became apparent that she was something special. she was spotted by the russian artistic impresario  sergei diaghilev  who wanted her to dance for his company  ballets russes. she became ill with diphtheria but kept in touch  and  eventually  with a governess in tow  joined diaghilev in monte carlo when she was 14.  from here  she toured europe  playing in all the top venues. it was diaghilev who changed her name without even consulting her. her life was one of great excitement. people such as matisse and stravinsky became like uncles to her  the latter put in charge of her musical education. soon after diaghilev s death in 1929  alicia markova returned to england and became britain s first international ballerina. she helped launch the ballet club at the mercury theatre (later the ballet rambert)  the vic wells ballet  and then  with anton dolin  the markova-dolin ballet of 1935-37. she also began working with young choreographers such as anthony tudor and frederick ashton who became huge influences on the direction of ballet in the west.  her version of giselle  all lightness and grace  is still considered to be among the finest ever. she was also outstanding in the dying swan. she was one of the first british ballerinas to take a major part in les sylphides. she  above all  helped popularise ballet both in britain and in america.  alicia markova spent world war ii in the united states where  in a re-formed ballets russes  she played to huge audiences. she even appeared in hollywood movies. in 1950  back in england  she and anton dolin jointly established the festival ballet. she retired in 1963  an  instant decision  she said   largely because of a leg injury . created a dame  she made a new career for herself as a teacher. she also travelled the world directing ballet companies and putting on shows. she became director of ballet for the metropolitan opera ballet in new york  and for some years was full-time professor of ballet and performing arts in the university of cincinnati. a critic once said of dame alicia markova s dancing:  she gave the illusion of moving as if she had no weight to get off the ground.,entertainment
455,tv station refuses adoption show a tv station in the us has refused to show a controversial new series where adopted children try and pick their birth father - and win a cash prize.  the wraz-tv fox affiliate in north carolina was the only one of 182 stations to refuse monday s show. who s your daddy promises $100 000 (£52 000) to the contestant if she correctly identifies her father. it was met with protests by the national council for adoption  which said it  exploits  sensitive emotions.  it exploits the sensitive emotions of adoption   said thomas atwood  president of the national council for adoption.  it trivialises them. adoption is a very personal  meaningful experience and it should not be commercialised like this.  on the pre-taped programme  the contestant is presented with eight men who may or may not be her natural father.  if she picks the correct man from the line-up  the contestant wins the jackpot prize of us$100 000 (£52 590). however  if she picks the wrong man  then the impostor takes the money. fox producers defended the show  saying it was a  positive experience . they have made six specials  though only one episode has so far been broadcast.   the special was thoroughly vetted by our standards and practices department to ensure that it was appropriate for broadcast   said a fox spokesman.  however  any network affiliate that feels the programming may be inappropriate for their individual market has the right to pre-empt the schedule.  wraz-tv instead chose to air an independently-produced film  i have roots and branches... personal reflections on adoption  a documentary about families with adopted children.  we just don t think adoption is a game show   said tommy schenck  wraz-tv s general manager  though he said his decision had not been influenced by public protests.,entertainment
593,china  ripe  for media explosion asia is set to drive global media growth to 2008 and beyond  with china and india filling the two top spots  analysts have predicted.  japan  south korea and singapore will also be strong players  but china s demographics give it the edge  a media conference in london heard. the world s most populous country - population 1.3bn - now has about 200 million middle-class consumers. forty per cent fall in the key 16 to 35-year-old demographic. as a result  it is attracting huge foreign investment in media and communications  analysts told the financial times new media and broadcasting conference last week. interest in china among international media groups has surged in recent months after beijing issued rules allowing foreign investment in joint-venture television  radio and film production companies. news corporation  viacom and sony pictures are among the big names involved in joint ventures with chinese players.  more than 700 million chinese listen to 1 000 radio stations  while 200 tv stations broadcast 2 900 channels. china central television (cctv)  the state broadcaster  claims an audience of more than a billion people. of the country s 360 million households  100 million receive cable tv programmes. the rest could be a potential audience for satellite broadcasting which china plans to launch in 2006. the state administration of radio  film and television (sarft)  which regulates broadcasting  plans to move all programmes to digital by 2015. the continuing roll-out of new digital channels has boosted demand for quality content  creating significant opportunities for both chinese and foreign content providers.  but according to recent reports from china  the authorities have tightened controls over foreign investment in tv production joint ventures. it has limited most foreign companies to only one joint venture and banned the involvement of any found to be  unfriendly   according to reports. the sarft said:  there is a very strong ideological component to production of broadcast television programmes.  it added:  china must understand the political tendencies and background of overseas partners and prevent joint ventures or cooperation from bringing harmful foreign thinking or culture into our production sector.  according to the financial times  china correspondent  the new rules highlight the political sensitivities that surround foreign involvement in china s media sector. this is despite beijing s decision to open the state-dominated sector to international investment.  as well as traditional broadcasting  chinese and foreign entrepreneurs alike see fortunes waiting to be made in new media  like mobile services and online gaming. mobile games already account for 15% of revenues from china s 340 million mobile users.  online gaming sales are predicted to top a billion us dollars next year  according to the uk-based journal screen digest. the video market is also seen as a big opportunity  although piracy levels are still very high despite an anti-piracy drive during the past year. in the cinema industry the deployment of digital screens is being accelerated. this is not just to modernise venues but also to curb piracy and regulate distribution. li ruigang  president of the commercial broadcaster shanghai media group  told the conference that china s new media market  is already experiencing explosive growth . it was particularly strong in charged broadband services and mobile value-added services. leading china-watcher  and founder of the cga consultancy jeanne-marie gescher  agreed that the time was ripe for foreign media groups to tap china s huge media market potential.  china s media are now driven by investors who do not care how people consume media - they just want people to consume more of it   mrs gescher concluded.,tech
